ROS Processes Log
iteration: 449 ; CPU: 67.58% ; MEM: 8025.75 MB
iteration: 450 ; CPU: 66.66% ; MEM: 8025.75 MB
iteration: 451 ; CPU: 66.82% ; MEM: 8025.75 MB
iteration: 452 ; CPU: 67.08% ; MEM: 8025.73 MB
iteration: 453 ; CPU: 67.32% ; MEM: 8025.73 MB
iteration: 454 ; CPU: 67.59% ; MEM: 8025.73 MB
iteration: 455 ; CPU: 66.64% ; MEM: 8025.73 MB
iteration: 456 ; CPU: 66.86% ; MEM: 8025.73 MB
iteration: 457 ; CPU: 67.07% ; MEM: 8025.73 MB
iteration: 458 ; CPU: 67.26% ; MEM: 8025.73 MB
iteration: 459 ; CPU: 67.52% ; MEM: 8025.73 MB
iteration: 460 ; CPU: 67.71% ; MEM: 8025.73 MB
iteration: 461 ; CPU: 66.83% ; MEM: 8025.73 MB
iteration: 462 ; CPU: 67.02% ; MEM: 8025.72 MB
iteration: 463 ; CPU: 67.30% ; MEM: 8025.70 MB
iteration: 464 ; CPU: 67.48% ; MEM: 8025.70 MB
iteration: 465 ; CPU: 67.70% ; MEM: 8025.70 MB
iteration: 466 ; CPU: 66.88% ; MEM: 8025.70 MB
iteration: 467 ; CPU: 67.08% ; MEM: 8027.25 MB
iteration: 468 ; CPU: 67.29% ; MEM: 8027.25 MB
iteration: 469 ; CPU: 67.50% ; MEM: 8027.25 MB
iteration: 470 ; CPU: 67.71% ; MEM: 8027.25 MB
iteration: 471 ; CPU: 66.88% ; MEM: 8027.25 MB
iteration: 472 ; CPU: 67.09% ; MEM: 8027.25 MB
iteration: 473 ; CPU: 67.31% ; MEM: 8027.25 MB
iteration: 474 ; CPU: 67.53% ; MEM: 8027.25 MB
iteration: 475 ; CPU: 67.74% ; MEM: 8027.25 MB
iteration: 476 ; CPU: 66.92% ; MEM: 8027.25 MB
iteration: 477 ; CPU: 67.11% ; MEM: 8027.25 MB
iteration: 478 ; CPU: 67.39% ; MEM: 8027.25 MB
iteration: 479 ; CPU: 67.59% ; MEM: 8027.25 MB
iteration: 480 ; CPU: 67.81% ; MEM: 8027.25 MB
iteration: 481 ; CPU: 67.01% ; MEM: 8027.25 MB
iteration: 482 ; CPU: 67.20% ; MEM: 8027.25 MB
iteration: 483 ; CPU: 67.41% ; MEM: 8027.25 MB
iteration: 484 ; CPU: 67.63% ; MEM: 8027.25 MB
iteration: 485 ; CPU: 67.79% ; MEM: 8027.25 MB
iteration: 486 ; CPU: 67.01% ; MEM: 8027.46 MB
iteration: 487 ; CPU: 67.22% ; MEM: 8027.46 MB
iteration: 488 ; CPU: 67.35% ; MEM: 8027.46 MB
iteration: 489 ; CPU: 67.57% ; MEM: 8027.46 MB
iteration: 490 ; CPU: 67.76% ; MEM: 8027.46 MB
iteration: 491 ; CPU: 67.95% ; MEM: 8027.46 MB
iteration: 492 ; CPU: 67.12% ; MEM: 8027.46 MB
iteration: 493 ; CPU: 67.27% ; MEM: 8027.67 MB
iteration: 494 ; CPU: 67.50% ; MEM: 8027.67 MB
iteration: 495 ; CPU: 67.70% ; MEM: 8027.67 MB
iteration: 496 ; CPU: 67.88% ; MEM: 8027.67 MB
iteration: 497 ; CPU: 67.11% ; MEM: 8027.67 MB
iteration: 498 ; CPU: 67.30% ; MEM: 8027.67 MB
iteration: 499 ; CPU: 67.53% ; MEM: 8027.67 MB
iteration: 500 ; CPU: 67.73% ; MEM: 8027.81 MB
iteration: 501 ; CPU: 67.91% ; MEM: 8027.81 MB
iteration: 502 ; CPU: 67.17% ; MEM: 8027.81 MB
iteration: 503 ; CPU: 67.31% ; MEM: 8027.81 MB
iteration: 504 ; CPU: 67.50% ; MEM: 8027.81 MB
iteration: 505 ; CPU: 67.71% ; MEM: 8027.81 MB
iteration: 506 ; CPU: 67.90% ; MEM: 8027.81 MB
iteration: 507 ; CPU: 68.09% ; MEM: 8027.81 MB
iteration: 508 ; CPU: 67.36% ; MEM: 8027.81 MB
iteration: 509 ; CPU: 67.51% ; MEM: 8027.81 MB
iteration: 510 ; CPU: 67.72% ; MEM: 8027.81 MB
iteration: 511 ; CPU: 67.90% ; MEM: 8027.81 MB
iteration: 512 ; CPU: 68.07% ; MEM: 8028.07 MB
iteration: 513 ; CPU: 67.33% ; MEM: 8028.07 MB
iteration: 514 ; CPU: 67.51% ; MEM: 8028.07 MB
iteration: 515 ; CPU: 67.73% ; MEM: 8028.07 MB
iteration: 516 ; CPU: 67.91% ; MEM: 8028.07 MB
iteration: 517 ; CPU: 68.10% ; MEM: 8028.07 MB
iteration: 518 ; CPU: 67.32% ; MEM: 8028.07 MB
iteration: 519 ; CPU: 67.51% ; MEM: 8028.07 MB
iteration: 520 ; CPU: 67.68% ; MEM: 8028.07 MB
iteration: 521 ; CPU: 67.82% ; MEM: 8028.07 MB
iteration: 522 ; CPU: 68.02% ; MEM: 8028.07 MB
iteration: 523 ; CPU: 68.23% ; MEM: 8028.07 MB
iteration: 524 ; CPU: 67.46% ; MEM: 8028.07 MB
iteration: 525 ; CPU: 67.69% ; MEM: 8028.07 MB
iteration: 526 ; CPU: 67.88% ; MEM: 8028.07 MB
iteration: 527 ; CPU: 68.03% ; MEM: 8028.07 MB
iteration: 528 ; CPU: 68.23% ; MEM: 8028.07 MB
iteration: 529 ; CPU: 67.53% ; MEM: 8028.07 MB
iteration: 530 ; CPU: 67.66% ; MEM: 8028.07 MB
iteration: 531 ; CPU: 67.89% ; MEM: 8028.07 MB
iteration: 532 ; CPU: 68.09% ; MEM: 8028.07 MB
iteration: 533 ; CPU: 68.23% ; MEM: 8028.33 MB
iteration: 534 ; CPU: 67.53% ; MEM: 8028.33 MB
iteration: 535 ; CPU: 67.71% ; MEM: 8028.33 MB
iteration: 536 ; CPU: 67.92% ; MEM: 8028.33 MB
iteration: 537 ; CPU: 68.08% ; MEM: 8028.33 MB
iteration: 538 ; CPU: 68.26% ; MEM: 8028.33 MB
iteration: 539 ; CPU: 67.54% ; MEM: 8028.59 MB
iteration: 540 ; CPU: 67.69% ; MEM: 8028.59 MB
iteration: 541 ; CPU: 67.91% ; MEM: 8028.59 MB
iteration: 542 ; CPU: 68.06% ; MEM: 8028.59 MB
iteration: 543 ; CPU: 68.26% ; MEM: 8028.59 MB
iteration: 544 ; CPU: 68.45% ; MEM: 8028.59 MB
iteration: 545 ; CPU: 67.70% ; MEM: 8028.59 MB
iteration: 546 ; CPU: 67.89% ; MEM: 8028.59 MB
iteration: 547 ; CPU: 68.08% ; MEM: 8028.59 MB
iteration: 548 ; CPU: 68.23% ; MEM: 8028.59 MB
iteration: 549 ; CPU: 68.40% ; MEM: 8028.59 MB
iteration: 550 ; CPU: 67.72% ; MEM: 8028.59 MB
iteration: 551 ; CPU: 67.93% ; MEM: 8028.59 MB
iteration: 552 ; CPU: 68.08% ; MEM: 8028.59 MB
iteration: 553 ; CPU: 68.25% ; MEM: 8028.59 MB
iteration: 554 ; CPU: 68.38% ; MEM: 8028.59 MB
iteration: 555 ; CPU: 67.70% ; MEM: 8028.59 MB
iteration: 556 ; CPU: 67.90% ; MEM: 8028.74 MB
iteration: 557 ; CPU: 68.06% ; MEM: 8028.74 MB
iteration: 558 ; CPU: 68.24% ; MEM: 8028.74 MB
iteration: 559 ; CPU: 68.39% ; MEM: 8028.74 MB
iteration: 560 ; CPU: 68.59% ; MEM: 8028.74 MB
iteration: 561 ; CPU: 67.89% ; MEM: 8028.74 MB
iteration: 562 ; CPU: 68.08% ; MEM: 8028.74 MB
iteration: 563 ; CPU: 68.24% ; MEM: 8028.74 MB
iteration: 564 ; CPU: 68.42% ; MEM: 8028.74 MB
iteration: 565 ; CPU: 68.61% ; MEM: 8028.74 MB
iteration: 566 ; CPU: 67.96% ; MEM: 8028.74 MB
iteration: 567 ; CPU: 68.12% ; MEM: 8028.74 MB
iteration: 568 ; CPU: 68.29% ; MEM: 8028.74 MB
iteration: 569 ; CPU: 68.43% ; MEM: 8028.74 MB
iteration: 570 ; CPU: 68.63% ; MEM: 8029.00 MB
iteration: 571 ; CPU: 67.97% ; MEM: 8029.00 MB
iteration: 572 ; CPU: 68.12% ; MEM: 8029.23 MB
iteration: 573 ; CPU: 68.29% ; MEM: 8029.23 MB
iteration: 574 ; CPU: 68.45% ; MEM: 8029.23 MB
iteration: 575 ; CPU: 68.64% ; MEM: 8029.23 MB
iteration: 576 ; CPU: 67.97% ; MEM: 8029.23 MB
iteration: 577 ; CPU: 68.16% ; MEM: 8029.23 MB
iteration: 578 ; CPU: 68.30% ; MEM: 8029.23 MB
iteration: 579 ; CPU: 68.46% ; MEM: 8029.43 MB
iteration: 580 ; CPU: 68.58% ; MEM: 8029.43 MB
iteration: 581 ; CPU: 68.77% ; MEM: 8029.43 MB
iteration: 582 ; CPU: 68.15% ; MEM: 8029.43 MB
iteration: 583 ; CPU: 68.27% ; MEM: 8029.43 MB
iteration: 584 ; CPU: 68.44% ; MEM: 8029.43 MB
iteration: 585 ; CPU: 68.58% ; MEM: 8029.43 MB
iteration: 586 ; CPU: 68.77% ; MEM: 8029.43 MB
iteration: 587 ; CPU: 68.15% ; MEM: 8029.43 MB
iteration: 588 ; CPU: 68.30% ; MEM: 8029.43 MB
iteration: 589 ; CPU: 68.44% ; MEM: 8029.43 MB
iteration: 590 ; CPU: 68.59% ; MEM: 8029.43 MB
iteration: 591 ; CPU: 68.80% ; MEM: 8029.43 MB
iteration: 592 ; CPU: 68.17% ; MEM: 8029.43 MB
iteration: 593 ; CPU: 68.32% ; MEM: 8029.43 MB
iteration: 594 ; CPU: 68.49% ; MEM: 8029.43 MB
iteration: 595 ; CPU: 68.61% ; MEM: 8029.43 MB
iteration: 596 ; CPU: 68.81% ; MEM: 8029.43 MB
iteration: 597 ; CPU: 68.91% ; MEM: 8029.43 MB
iteration: 598 ; CPU: 68.30% ; MEM: 8029.43 MB
iteration: 599 ; CPU: 68.46% ; MEM: 8029.43 MB
iteration: 600 ; CPU: 68.57% ; MEM: 8029.43 MB
iteration: 601 ; CPU: 68.78% ; MEM: 8029.43 MB
iteration: 602 ; CPU: 68.91% ; MEM: 8029.43 MB
iteration: 603 ; CPU: 68.30% ; MEM: 8029.43 MB
iteration: 604 ; CPU: 68.46% ; MEM: 8029.43 MB
iteration: 605 ; CPU: 68.60% ; MEM: 8029.43 MB
iteration: 606 ; CPU: 68.79% ; MEM: 8029.43 MB
iteration: 607 ; CPU: 68.96% ; MEM: 8029.43 MB
iteration: 608 ; CPU: 68.36% ; MEM: 8029.43 MB
iteration: 609 ; CPU: 68.48% ; MEM: 8029.43 MB
iteration: 610 ; CPU: 68.64% ; MEM: 8029.43 MB
iteration: 611 ; CPU: 68.75% ; MEM: 8029.43 MB
iteration: 612 ; CPU: 68.97% ; MEM: 8029.43 MB
iteration: 613 ; CPU: 69.13% ; MEM: 8035.36 MB
iteration: 614 ; CPU: 68.53% ; MEM: 8035.49 MB
iteration: 615 ; CPU: 68.66% ; MEM: 8035.49 MB
iteration: 616 ; CPU: 68.83% ; MEM: 8035.49 MB
iteration: 617 ; CPU: 68.99% ; MEM: 8035.49 MB
iteration: 618 ; CPU: 69.14% ; MEM: 8035.49 MB
iteration: 619 ; CPU: 68.54% ; MEM: 8035.49 MB
iteration: 620 ; CPU: 68.66% ; MEM: 8035.49 MB
iteration: 621 ; CPU: 68.82% ; MEM: 8035.49 MB
iteration: 622 ; CPU: 68.98% ; MEM: 8035.49 MB
iteration: 623 ; CPU: 69.13% ; MEM: 8035.49 MB
iteration: 624 ; CPU: 68.55% ; MEM: 8035.49 MB
iteration: 625 ; CPU: 68.67% ; MEM: 8035.49 MB
iteration: 626 ; CPU: 68.83% ; MEM: 8035.49 MB
iteration: 627 ; CPU: 68.98% ; MEM: 8035.49 MB
iteration: 628 ; CPU: 69.14% ; MEM: 8035.49 MB
iteration: 629 ; CPU: 68.54% ; MEM: 8035.49 MB
iteration: 630 ; CPU: 68.70% ; MEM: 8035.49 MB
iteration: 631 ; CPU: 68.83% ; MEM: 8035.49 MB
iteration: 632 ; CPU: 69.02% ; MEM: 8035.49 MB
iteration: 633 ; CPU: 69.14% ; MEM: 8035.49 MB
iteration: 634 ; CPU: 69.29% ; MEM: 8035.49 MB
iteration: 635 ; CPU: 68.69% ; MEM: 8036.52 MB
iteration: 636 ; CPU: 68.84% ; MEM: 8037.62 MB
iteration: 637 ; CPU: 69.00% ; MEM: 8037.62 MB
iteration: 638 ; CPU: 69.11% ; MEM: 8040.71 MB
iteration: 639 ; CPU: 69.26% ; MEM: 8040.71 MB
iteration: 640 ; CPU: 68.70% ; MEM: 8040.71 MB
iteration: 641 ; CPU: 68.83% ; MEM: 8040.71 MB
iteration: 642 ; CPU: 68.96% ; MEM: 8040.71 MB
iteration: 643 ; CPU: 69.12% ; MEM: 8040.71 MB
iteration: 644 ; CPU: 69.25% ; MEM: 8040.71 MB
iteration: 645 ; CPU: 68.69% ; MEM: 8040.89 MB
iteration: 646 ; CPU: 68.83% ; MEM: 8040.89 MB
iteration: 647 ; CPU: 68.99% ; MEM: 8040.89 MB
iteration: 648 ; CPU: 69.15% ; MEM: 8040.89 MB
iteration: 649 ; CPU: 69.25% ; MEM: 8040.89 MB
iteration: 650 ; CPU: 69.40% ; MEM: 8040.89 MB
iteration: 651 ; CPU: 68.85% ; MEM: 8040.89 MB
iteration: 652 ; CPU: 69.03% ; MEM: 8032.32 MB
iteration: 653 ; CPU: 69.15% ; MEM: 8032.32 MB
iteration: 654 ; CPU: 69.30% ; MEM: 8032.32 MB
iteration: 655 ; CPU: 69.44% ; MEM: 8032.32 MB
iteration: 656 ; CPU: 68.85% ; MEM: 8032.32 MB
iteration: 657 ; CPU: 69.05% ; MEM: 8032.32 MB
iteration: 658 ; CPU: 69.15% ; MEM: 8032.32 MB
iteration: 659 ; CPU: 69.28% ; MEM: 8032.32 MB
iteration: 660 ; CPU: 69.41% ; MEM: 8032.32 MB
iteration: 661 ; CPU: 68.84% ; MEM: 8032.32 MB
iteration: 662 ; CPU: 69.03% ; MEM: 8032.32 MB
iteration: 663 ; CPU: 69.13% ; MEM: 8032.32 MB
iteration: 664 ; CPU: 69.29% ; MEM: 8032.32 MB
iteration: 665 ; CPU: 69.39% ; MEM: 8038.81 MB
iteration: 666 ; CPU: 68.89% ; MEM: 8052.22 MB
iteration: 667 ; CPU: 69.05% ; MEM: 8052.38 MB
iteration: 668 ; CPU: 69.19% ; MEM: 8052.38 MB
iteration: 669 ; CPU: 69.31% ; MEM: 8052.44 MB
iteration: 670 ; CPU: 69.47% ; MEM: 8052.44 MB
iteration: 671 ; CPU: 69.58% ; MEM: 8052.44 MB
iteration: 672 ; CPU: 69.05% ; MEM: 8052.44 MB
iteration: 673 ; CPU: 69.19% ; MEM: 8052.87 MB
iteration: 674 ; CPU: 69.31% ; MEM: 8054.18 MB
iteration: 675 ; CPU: 69.44% ; MEM: 8054.30 MB
iteration: 676 ; CPU: 69.56% ; MEM: 8054.30 MB
iteration: 677 ; CPU: 69.10% ; MEM: 8054.30 MB
iteration: 678 ; CPU: 69.21% ; MEM: 8054.30 MB
iteration: 679 ; CPU: 69.32% ; MEM: 8054.30 MB
iteration: 680 ; CPU: 69.47% ; MEM: 8054.30 MB
iteration: 681 ; CPU: 69.58% ; MEM: 8054.30 MB
iteration: 682 ; CPU: 69.11% ; MEM: 8054.30 MB
iteration: 683 ; CPU: 69.21% ; MEM: 8054.30 MB
iteration: 684 ; CPU: 69.36% ; MEM: 8054.30 MB
iteration: 685 ; CPU: 69.47% ; MEM: 8054.30 MB
iteration: 686 ; CPU: 69.60% ; MEM: 8054.50 MB
iteration: 687 ; CPU: 69.74% ; MEM: 8054.50 MB
iteration: 688 ; CPU: 69.21% ; MEM: 8054.50 MB
iteration: 689 ; CPU: 69.35% ; MEM: 8054.44 MB
iteration: 690 ; CPU: 69.46% ; MEM: 8054.62 MB
iteration: 691 ; CPU: 69.60% ; MEM: 8054.82 MB
iteration: 692 ; CPU: 69.74% ; MEM: 8054.82 MB
iteration: 693 ; CPU: 69.24% ; MEM: 8054.79 MB
iteration: 694 ; CPU: 69.35% ; MEM: 8054.79 MB
iteration: 695 ; CPU: 69.50% ; MEM: 8054.79 MB
iteration: 696 ; CPU: 69.60% ; MEM: 8054.87 MB
iteration: 697 ; CPU: 69.73% ; MEM: 8054.87 MB
iteration: 698 ; CPU: 69.22% ; MEM: 8054.87 MB
iteration: 699 ; CPU: 69.33% ; MEM: 8055.13 MB
iteration: 700 ; CPU: 69.46% ; MEM: 8055.13 MB
iteration: 701 ; CPU: 69.56% ; MEM: 8055.13 MB
iteration: 702 ; CPU: 69.67% ; MEM: 8055.35 MB
iteration: 703 ; CPU: 69.22% ; MEM: 8055.35 MB
iteration: 704 ; CPU: 69.33% ; MEM: 8055.35 MB
iteration: 705 ; CPU: 69.48% ; MEM: 8044.91 MB
iteration: 706 ; CPU: 69.56% ; MEM: 8044.91 MB
iteration: 707 ; CPU: 69.67% ; MEM: 8044.91 MB
iteration: 708 ; CPU: 69.81% ; MEM: 8044.91 MB
iteration: 709 ; CPU: 69.28% ; MEM: 8044.91 MB
iteration: 710 ; CPU: 69.42% ; MEM: 8044.91 MB
iteration: 711 ; CPU: 69.53% ; MEM: 8044.91 MB
iteration: 712 ; CPU: 69.66% ; MEM: 8044.91 MB
iteration: 713 ; CPU: 69.78% ; MEM: 8044.91 MB
iteration: 714 ; CPU: 69.26% ; MEM: 8044.91 MB
iteration: 715 ; CPU: 69.42% ; MEM: 8045.07 MB
iteration: 716 ; CPU: 69.50% ; MEM: 8045.20 MB
iteration: 717 ; CPU: 69.64% ; MEM: 8045.20 MB
iteration: 718 ; CPU: 69.76% ; MEM: 8045.40 MB
iteration: 719 ; CPU: 69.85% ; MEM: 8045.40 MB
iteration: 720 ; CPU: 69.40% ; MEM: 8045.40 MB
iteration: 721 ; CPU: 69.50% ; MEM: 8045.40 MB
iteration: 722 ; CPU: 69.62% ; MEM: 8045.40 MB
iteration: 723 ; CPU: 69.71% ; MEM: 8045.40 MB
iteration: 724 ; CPU: 69.86% ; MEM: 8045.40 MB
iteration: 725 ; CPU: 69.40% ; MEM: 8045.40 MB
iteration: 726 ; CPU: 69.49% ; MEM: 8045.40 MB
iteration: 727 ; CPU: 69.61% ; MEM: 8045.40 MB
iteration: 728 ; CPU: 69.71% ; MEM: 8045.40 MB
iteration: 729 ; CPU: 69.84% ; MEM: 8045.40 MB
iteration: 730 ; CPU: 69.39% ; MEM: 8045.40 MB
iteration: 731 ; CPU: 69.47% ; MEM: 8045.40 MB
iteration: 732 ; CPU: 69.61% ; MEM: 8045.53 MB
iteration: 733 ; CPU: 69.71% ; MEM: 8045.71 MB
iteration: 734 ; CPU: 69.85% ; MEM: 8045.71 MB
iteration: 735 ; CPU: 69.94% ; MEM: 8045.71 MB
iteration: 736 ; CPU: 69.48% ; MEM: 8045.71 MB
iteration: 737 ; CPU: 69.62% ; MEM: 8045.71 MB
iteration: 738 ; CPU: 69.70% ; MEM: 8046.32 MB
iteration: 739 ; CPU: 69.85% ; MEM: 8055.38 MB
iteration: 740 ; CPU: 69.96% ; MEM: 8055.42 MB
iteration: 741 ; CPU: 69.50% ; MEM: 8055.42 MB
iteration: 742 ; CPU: 69.60% ; MEM: 8081.56 MB
iteration: 743 ; CPU: 69.69% ; MEM: 8152.17 MB
iteration: 744 ; CPU: 69.84% ; MEM: 8246.21 MB
iteration: 745 ; CPU: 69.93% ; MEM: 8334.82 MB
iteration: 746 ; CPU: 69.47% ; MEM: 8419.05 MB
iteration: 747 ; CPU: 69.59% ; MEM: 8519.28 MB
iteration: 748 ; CPU: 69.68% ; MEM: 8617.17 MB
iteration: 749 ; CPU: 69.79% ; MEM: 8675.34 MB
iteration: 750 ; CPU: 69.93% ; MEM: 8675.34 MB
iteration: 751 ; CPU: 70.04% ; MEM: 8675.59 MB
iteration: 752 ; CPU: 69.59% ; MEM: 8675.59 MB
iteration: 753 ; CPU: 69.70% ; MEM: 8675.59 MB
iteration: 754 ; CPU: 69.78% ; MEM: 8675.59 MB
iteration: 755 ; CPU: 69.92% ; MEM: 8675.59 MB
iteration: 756 ; CPU: 70.05% ; MEM: 8680.59 MB
iteration: 757 ; CPU: 69.59% ; MEM: 8680.59 MB
iteration: 758 ; CPU: 69.67% ; MEM: 8680.59 MB
iteration: 759 ; CPU: 69.74% ; MEM: 8680.74 MB
iteration: 760 ; CPU: 69.87% ; MEM: 8680.68 MB
iteration: 761 ; CPU: 70.00% ; MEM: 8680.68 MB
iteration: 762 ; CPU: 70.08% ; MEM: 8680.68 MB
iteration: 763 ; CPU: 69.66% ; MEM: 8681.08 MB
iteration: 764 ; CPU: 69.74% ; MEM: 8683.35 MB
iteration: 765 ; CPU: 69.86% ; MEM: 8683.89 MB
iteration: 766 ; CPU: 69.98% ; MEM: 8683.89 MB
iteration: 767 ; CPU: 70.08% ; MEM: 8683.89 MB
iteration: 768 ; CPU: 69.65% ; MEM: 8683.89 MB
iteration: 769 ; CPU: 69.72% ; MEM: 8683.91 MB
iteration: 770 ; CPU: 69.81% ; MEM: 8683.91 MB
iteration: 771 ; CPU: 69.97% ; MEM: 8683.91 MB
iteration: 772 ; CPU: 70.04% ; MEM: 8684.33 MB
iteration: 773 ; CPU: 69.64% ; MEM: 8684.33 MB
iteration: 774 ; CPU: 69.71% ; MEM: 8684.33 MB
iteration: 775 ; CPU: 69.80% ; MEM: 8684.33 MB
iteration: 776 ; CPU: 69.95% ; MEM: 8684.33 MB
iteration: 777 ; CPU: 70.03% ; MEM: 8684.33 MB
iteration: 778 ; CPU: 70.14% ; MEM: 8684.33 MB
iteration: 779 ; CPU: 69.70% ; MEM: 8684.41 MB
iteration: 780 ; CPU: 69.80% ; MEM: 8684.46 MB
iteration: 781 ; CPU: 69.94% ; MEM: 8684.46 MB
iteration: 782 ; CPU: 70.01% ; MEM: 8684.46 MB
iteration: 783 ; CPU: 70.15% ; MEM: 8684.51 MB
iteration: 784 ; CPU: 69.71% ; MEM: 8684.51 MB
iteration: 785 ; CPU: 69.81% ; MEM: 8684.51 MB
iteration: 786 ; CPU: 69.93% ; MEM: 8684.51 MB
iteration: 787 ; CPU: 70.01% ; MEM: 8684.59 MB
iteration: 788 ; CPU: 70.15% ; MEM: 8684.59 MB
iteration: 789 ; CPU: 70.23% ; MEM: 8684.59 MB
iteration: 790 ; CPU: 69.75% ; MEM: 8684.59 MB
iteration: 791 ; CPU: 69.86% ; MEM: 8684.59 MB
iteration: 792 ; CPU: 69.96% ; MEM: 8684.85 MB
iteration: 793 ; CPU: 70.10% ; MEM: 8684.85 MB
iteration: 794 ; CPU: 70.20% ; MEM: 8684.85 MB
iteration: 795 ; CPU: 69.76% ; MEM: 8684.91 MB
iteration: 796 ; CPU: 69.85% ; MEM: 8684.91 MB
iteration: 797 ; CPU: 69.98% ; MEM: 8684.92 MB
iteration: 798 ; CPU: 70.11% ; MEM: 8684.97 MB
iteration: 799 ; CPU: 70.21% ; MEM: 8684.98 MB
iteration: 800 ; CPU: 69.78% ; MEM: 8684.98 MB
iteration: 801 ; CPU: 69.86% ; MEM: 8684.98 MB
iteration: 802 ; CPU: 69.98% ; MEM: 8684.98 MB
iteration: 803 ; CPU: 70.11% ; MEM: 8685.90 MB
iteration: 804 ; CPU: 70.19% ; MEM: 8685.90 MB
iteration: 805 ; CPU: 70.27% ; MEM: 8685.90 MB
iteration: 806 ; CPU: 69.85% ; MEM: 8685.90 MB
iteration: 807 ; CPU: 69.96% ; MEM: 8685.98 MB
iteration: 808 ; CPU: 70.09% ; MEM: 8685.98 MB
iteration: 809 ; CPU: 70.18% ; MEM: 8686.00 MB
iteration: 810 ; CPU: 70.29% ; MEM: 8686.65 MB
iteration: 811 ; CPU: 69.84% ; MEM: 8686.65 MB
iteration: 812 ; CPU: 69.97% ; MEM: 8686.65 MB
iteration: 813 ; CPU: 70.06% ; MEM: 8686.77 MB
iteration: 814 ; CPU: 70.16% ; MEM: 8686.85 MB
iteration: 815 ; CPU: 70.27% ; MEM: 8686.85 MB
iteration: 816 ; CPU: 70.36% ; MEM: 8686.92 MB
iteration: 817 ; CPU: 69.95% ; MEM: 8686.92 MB
iteration: 818 ; CPU: 70.05% ; MEM: 8686.92 MB
iteration: 819 ; CPU: 70.14% ; MEM: 8686.92 MB
iteration: 820 ; CPU: 70.26% ; MEM: 8686.92 MB
iteration: 821 ; CPU: 70.34% ; MEM: 8686.92 MB
iteration: 822 ; CPU: 69.92% ; MEM: 8686.92 MB
iteration: 823 ; CPU: 70.03% ; MEM: 8686.92 MB
iteration: 824 ; CPU: 70.11% ; MEM: 8686.92 MB
iteration: 825 ; CPU: 70.24% ; MEM: 8686.92 MB
iteration: 826 ; CPU: 70.33% ; MEM: 8686.92 MB
iteration: 827 ; CPU: 69.91% ; MEM: 8686.92 MB
iteration: 828 ; CPU: 70.03% ; MEM: 8686.92 MB
iteration: 829 ; CPU: 70.11% ; MEM: 8686.92 MB
iteration: 830 ; CPU: 70.22% ; MEM: 8686.92 MB
iteration: 831 ; CPU: 70.32% ; MEM: 8686.92 MB
iteration: 832 ; CPU: 70.40% ; MEM: 8687.00 MB
iteration: 833 ; CPU: 70.03% ; MEM: 8687.00 MB
iteration: 834 ; CPU: 70.12% ; MEM: 8687.00 MB
iteration: 835 ; CPU: 70.24% ; MEM: 8687.00 MB
iteration: 836 ; CPU: 70.32% ; MEM: 8687.12 MB
iteration: 837 ; CPU: 70.40% ; MEM: 8687.12 MB
iteration: 838 ; CPU: 70.03% ; MEM: 8687.12 MB
iteration: 839 ; CPU: 70.15% ; MEM: 8687.12 MB
iteration: 840 ; CPU: 70.25% ; MEM: 8687.12 MB
iteration: 841 ; CPU: 70.32% ; MEM: 8687.12 MB
iteration: 842 ; CPU: 70.43% ; MEM: 8687.12 MB
iteration: 843 ; CPU: 70.04% ; MEM: 8687.12 MB
iteration: 844 ; CPU: 70.16% ; MEM: 8687.12 MB
iteration: 845 ; CPU: 70.24% ; MEM: 8687.12 MB
iteration: 846 ; CPU: 70.31% ; MEM: 8687.12 MB
iteration: 847 ; CPU: 70.42% ; MEM: 8687.53 MB
iteration: 848 ; CPU: 70.50% ; MEM: 8687.53 MB
iteration: 849 ; CPU: 70.15% ; MEM: 8687.53 MB
iteration: 850 ; CPU: 70.23% ; MEM: 8687.53 MB
iteration: 851 ; CPU: 70.30% ; MEM: 8687.53 MB
iteration: 852 ; CPU: 70.41% ; MEM: 8687.74 MB
iteration: 853 ; CPU: 70.48% ; MEM: 8687.74 MB
iteration: 854 ; CPU: 70.11% ; MEM: 8687.74 MB
iteration: 855 ; CPU: 70.19% ; MEM: 8687.74 MB
iteration: 856 ; CPU: 70.25% ; MEM: 8687.74 MB
iteration: 857 ; CPU: 70.35% ; MEM: 8687.74 MB
iteration: 858 ; CPU: 70.43% ; MEM: 8687.74 MB
iteration: 859 ; CPU: 70.51% ; MEM: 8687.74 MB
iteration: 860 ; CPU: 70.15% ; MEM: 8687.74 MB
iteration: 861 ; CPU: 70.24% ; MEM: 8687.74 MB
iteration: 862 ; CPU: 70.34% ; MEM: 8687.74 MB
iteration: 863 ; CPU: 70.42% ; MEM: 8687.74 MB
iteration: 864 ; CPU: 70.50% ; MEM: 8687.74 MB
iteration: 865 ; CPU: 70.15% ; MEM: 8687.74 MB
iteration: 866 ; CPU: 70.22% ; MEM: 8687.74 MB
iteration: 867 ; CPU: 70.33% ; MEM: 8687.74 MB
iteration: 868 ; CPU: 70.40% ; MEM: 8687.74 MB
iteration: 869 ; CPU: 70.49% ; MEM: 8687.74 MB
iteration: 870 ; CPU: 70.13% ; MEM: 8687.74 MB
iteration: 871 ; CPU: 70.21% ; MEM: 8687.81 MB
