ROS Processes Log
iteration: 872 ; CPU: 70.32% ; MEM: 8687.81 MB
iteration: 873 ; CPU: 70.40% ; MEM: 8687.81 MB
iteration: 874 ; CPU: 70.47% ; MEM: 8687.81 MB
iteration: 875 ; CPU: 70.57% ; MEM: 8687.81 MB
iteration: 876 ; CPU: 70.20% ; MEM: 8687.81 MB
iteration: 877 ; CPU: 70.29% ; MEM: 8687.86 MB
iteration: 878 ; CPU: 70.38% ; MEM: 8687.86 MB
iteration: 879 ; CPU: 70.45% ; MEM: 8687.86 MB
iteration: 880 ; CPU: 70.55% ; MEM: 8688.10 MB
iteration: 881 ; CPU: 70.16% ; MEM: 8688.10 MB
iteration: 882 ; CPU: 70.26% ; MEM: 8688.10 MB
iteration: 883 ; CPU: 70.34% ; MEM: 8688.17 MB
iteration: 884 ; CPU: 70.42% ; MEM: 8688.17 MB
iteration: 885 ; CPU: 70.52% ; MEM: 8688.27 MB
iteration: 886 ; CPU: 70.60% ; MEM: 8688.27 MB
iteration: 887 ; CPU: 70.24% ; MEM: 8688.27 MB
iteration: 888 ; CPU: 70.32% ; MEM: 8688.27 MB
iteration: 889 ; CPU: 70.40% ; MEM: 8688.27 MB
iteration: 890 ; CPU: 70.50% ; MEM: 8688.27 MB
iteration: 891 ; CPU: 70.58% ; MEM: 8688.27 MB
iteration: 892 ; CPU: 70.24% ; MEM: 8688.27 MB
iteration: 893 ; CPU: 70.31% ; MEM: 8688.27 MB
iteration: 894 ; CPU: 70.38% ; MEM: 8688.27 MB
iteration: 895 ; CPU: 70.48% ; MEM: 8688.27 MB
iteration: 896 ; CPU: 70.55% ; MEM: 8688.45 MB
iteration: 897 ; CPU: 70.64% ; MEM: 8688.45 MB
iteration: 898 ; CPU: 70.29% ; MEM: 8688.45 MB
iteration: 899 ; CPU: 70.36% ; MEM: 8688.45 MB
iteration: 900 ; CPU: 70.43% ; MEM: 8688.45 MB
iteration: 901 ; CPU: 70.51% ; MEM: 8688.45 MB
iteration: 902 ; CPU: 70.59% ; MEM: 8688.45 MB
iteration: 903 ; CPU: 70.25% ; MEM: 8688.45 MB
iteration: 904 ; CPU: 70.32% ; MEM: 8688.45 MB
iteration: 905 ; CPU: 70.41% ; MEM: 8688.45 MB
iteration: 906 ; CPU: 70.50% ; MEM: 8688.58 MB
iteration: 907 ; CPU: 70.58% ; MEM: 8688.58 MB
iteration: 908 ; CPU: 70.23% ; MEM: 8688.58 MB
iteration: 909 ; CPU: 70.30% ; MEM: 8688.58 MB
iteration: 910 ; CPU: 70.38% ; MEM: 8688.58 MB
iteration: 911 ; CPU: 70.47% ; MEM: 8688.58 MB
iteration: 912 ; CPU: 70.55% ; MEM: 8688.58 MB
iteration: 913 ; CPU: 70.61% ; MEM: 8688.58 MB
iteration: 914 ; CPU: 70.29% ; MEM: 8688.58 MB
iteration: 915 ; CPU: 70.35% ; MEM: 8688.58 MB
iteration: 916 ; CPU: 70.45% ; MEM: 8688.58 MB
iteration: 917 ; CPU: 70.51% ; MEM: 8688.58 MB
iteration: 918 ; CPU: 70.60% ; MEM: 8688.58 MB
iteration: 919 ; CPU: 70.26% ; MEM: 8688.84 MB
iteration: 920 ; CPU: 70.33% ; MEM: 8689.10 MB
iteration: 921 ; CPU: 70.43% ; MEM: 8689.10 MB
iteration: 922 ; CPU: 70.50% ; MEM: 8689.10 MB
iteration: 923 ; CPU: 70.57% ; MEM: 8689.10 MB
iteration: 924 ; CPU: 70.68% ; MEM: 8689.10 MB
iteration: 925 ; CPU: 70.31% ; MEM: 8689.03 MB
iteration: 926 ; CPU: 70.41% ; MEM: 8689.03 MB
iteration: 927 ; CPU: 70.47% ; MEM: 8689.03 MB
iteration: 928 ; CPU: 70.55% ; MEM: 8689.03 MB
iteration: 929 ; CPU: 70.61% ; MEM: 8689.03 MB
iteration: 930 ; CPU: 70.28% ; MEM: 8689.03 MB
iteration: 931 ; CPU: 70.37% ; MEM: 8689.03 MB
iteration: 932 ; CPU: 70.45% ; MEM: 8689.03 MB
iteration: 933 ; CPU: 70.52% ; MEM: 8689.25 MB
iteration: 934 ; CPU: 70.58% ; MEM: 8689.25 MB
iteration: 935 ; CPU: 70.68% ; MEM: 8689.27 MB
iteration: 936 ; CPU: 70.33% ; MEM: 8689.27 MB
iteration: 937 ; CPU: 70.42% ; MEM: 8689.27 MB
iteration: 938 ; CPU: 70.50% ; MEM: 8689.27 MB
iteration: 939 ; CPU: 70.57% ; MEM: 8689.27 MB
iteration: 940 ; CPU: 70.66% ; MEM: 8689.27 MB
iteration: 941 ; CPU: 70.30% ; MEM: 8689.27 MB
iteration: 942 ; CPU: 70.40% ; MEM: 8689.27 MB
iteration: 943 ; CPU: 70.47% ; MEM: 8689.27 MB
iteration: 944 ; CPU: 70.54% ; MEM: 8689.27 MB
iteration: 945 ; CPU: 70.62% ; MEM: 8689.27 MB
iteration: 946 ; CPU: 70.69% ; MEM: 8689.27 MB
iteration: 947 ; CPU: 70.38% ; MEM: 8689.26 MB
iteration: 948 ; CPU: 70.43% ; MEM: 8689.26 MB
iteration: 949 ; CPU: 70.51% ; MEM: 8689.26 MB
iteration: 950 ; CPU: 70.57% ; MEM: 8689.26 MB
iteration: 951 ; CPU: 70.67% ; MEM: 8689.26 MB
iteration: 952 ; CPU: 70.35% ; MEM: 8689.26 MB
iteration: 953 ; CPU: 70.41% ; MEM: 8689.26 MB
iteration: 954 ; CPU: 70.49% ; MEM: 8689.26 MB
iteration: 955 ; CPU: 70.54% ; MEM: 8689.26 MB
iteration: 956 ; CPU: 70.64% ; MEM: 8689.26 MB
iteration: 957 ; CPU: 70.70% ; MEM: 8689.26 MB
iteration: 958 ; CPU: 70.38% ; MEM: 8689.26 MB
iteration: 959 ; CPU: 70.45% ; MEM: 8689.26 MB
iteration: 960 ; CPU: 70.51% ; MEM: 8689.26 MB
iteration: 961 ; CPU: 70.61% ; MEM: 8689.26 MB
iteration: 962 ; CPU: 70.67% ; MEM: 8689.26 MB
iteration: 963 ; CPU: 70.73% ; MEM: 8689.26 MB
iteration: 964 ; CPU: 70.41% ; MEM: 8689.26 MB
iteration: 965 ; CPU: 70.48% ; MEM: 8689.26 MB
iteration: 966 ; CPU: 70.53% ; MEM: 8689.26 MB
iteration: 967 ; CPU: 70.63% ; MEM: 8689.26 MB
iteration: 968 ; CPU: 70.66% ; MEM: 8689.26 MB
iteration: 969 ; CPU: 70.36% ; MEM: 8689.26 MB
iteration: 970 ; CPU: 70.43% ; MEM: 8689.26 MB
iteration: 971 ; CPU: 70.50% ; MEM: 8689.26 MB
iteration: 972 ; CPU: 70.58% ; MEM: 8689.26 MB
iteration: 973 ; CPU: 70.65% ; MEM: 8689.26 MB
iteration: 974 ; CPU: 70.71% ; MEM: 8689.26 MB
iteration: 975 ; CPU: 70.40% ; MEM: 8689.26 MB
iteration: 976 ; CPU: 70.48% ; MEM: 8689.26 MB
iteration: 977 ; CPU: 70.56% ; MEM: 8689.26 MB
iteration: 978 ; CPU: 70.63% ; MEM: 8689.26 MB
iteration: 979 ; CPU: 70.70% ; MEM: 8689.26 MB
iteration: 980 ; CPU: 70.39% ; MEM: 8689.26 MB
iteration: 981 ; CPU: 70.46% ; MEM: 8689.26 MB
iteration: 982 ; CPU: 70.55% ; MEM: 8689.26 MB
iteration: 983 ; CPU: 70.61% ; MEM: 8689.26 MB
iteration: 984 ; CPU: 70.67% ; MEM: 8689.26 MB
iteration: 985 ; CPU: 70.73% ; MEM: 8689.26 MB
iteration: 986 ; CPU: 70.41% ; MEM: 8689.26 MB
iteration: 987 ; CPU: 70.48% ; MEM: 8689.26 MB
iteration: 988 ; CPU: 70.58% ; MEM: 8689.26 MB
iteration: 989 ; CPU: 70.63% ; MEM: 8689.26 MB
iteration: 990 ; CPU: 70.70% ; MEM: 8689.26 MB
iteration: 991 ; CPU: 70.39% ; MEM: 8689.26 MB
iteration: 992 ; CPU: 70.45% ; MEM: 8689.26 MB
iteration: 993 ; CPU: 70.55% ; MEM: 8689.26 MB
iteration: 994 ; CPU: 70.61% ; MEM: 8689.26 MB
iteration: 995 ; CPU: 70.68% ; MEM: 8689.49 MB
iteration: 996 ; CPU: 70.73% ; MEM: 8689.56 MB
iteration: 997 ; CPU: 70.43% ; MEM: 8689.56 MB
iteration: 998 ; CPU: 70.52% ; MEM: 8689.56 MB
iteration: 999 ; CPU: 70.58% ; MEM: 8689.56 MB
iteration: 1000 ; CPU: 70.63% ; MEM: 8689.56 MB
iteration: 1001 ; CPU: 70.70% ; MEM: 8689.56 MB
iteration: 1002 ; CPU: 70.80% ; MEM: 8689.56 MB
iteration: 1003 ; CPU: 70.46% ; MEM: 8689.56 MB
iteration: 1004 ; CPU: 70.55% ; MEM: 8689.56 MB
iteration: 1005 ; CPU: 70.62% ; MEM: 8689.56 MB
iteration: 1006 ; CPU: 70.70% ; MEM: 8689.56 MB
iteration: 1007 ; CPU: 70.79% ; MEM: 8689.62 MB
iteration: 1008 ; CPU: 70.46% ; MEM: 8689.62 MB
iteration: 1009 ; CPU: 70.55% ; MEM: 8689.62 MB
iteration: 1010 ; CPU: 70.60% ; MEM: 8689.62 MB
iteration: 1011 ; CPU: 70.67% ; MEM: 8689.62 MB
iteration: 1012 ; CPU: 70.76% ; MEM: 8689.62 MB
iteration: 1013 ; CPU: 70.42% ; MEM: 8689.62 MB
iteration: 1014 ; CPU: 70.51% ; MEM: 8689.62 MB
iteration: 1015 ; CPU: 70.58% ; MEM: 8689.64 MB
iteration: 1016 ; CPU: 70.63% ; MEM: 8689.66 MB
iteration: 1017 ; CPU: 70.69% ; MEM: 8689.66 MB
iteration: 1018 ; CPU: 70.78% ; MEM: 8690.00 MB
iteration: 1019 ; CPU: 70.46% ; MEM: 8690.00 MB
iteration: 1020 ; CPU: 70.53% ; MEM: 8690.00 MB
iteration: 1021 ; CPU: 70.60% ; MEM: 8690.05 MB
iteration: 1022 ; CPU: 70.66% ; MEM: 8690.05 MB
iteration: 1023 ; CPU: 70.75% ; MEM: 8690.15 MB
iteration: 1024 ; CPU: 70.84% ; MEM: 8690.15 MB
iteration: 1025 ; CPU: 70.51% ; MEM: 8690.15 MB
iteration: 1026 ; CPU: 70.57% ; MEM: 8690.15 MB
iteration: 1027 ; CPU: 70.65% ; MEM: 8690.15 MB
iteration: 1028 ; CPU: 70.73% ; MEM: 8690.15 MB
iteration: 1029 ; CPU: 70.78% ; MEM: 8690.15 MB
iteration: 1030 ; CPU: 70.49% ; MEM: 8690.15 MB
iteration: 1031 ; CPU: 70.55% ; MEM: 8690.15 MB
iteration: 1032 ; CPU: 70.61% ; MEM: 8690.15 MB
iteration: 1033 ; CPU: 70.67% ; MEM: 8690.15 MB
iteration: 1034 ; CPU: 70.75% ; MEM: 8690.15 MB
iteration: 1035 ; CPU: 70.82% ; MEM: 8690.87 MB
iteration: 1036 ; CPU: 70.51% ; MEM: 8690.87 MB
iteration: 1037 ; CPU: 70.59% ; MEM: 8690.87 MB
iteration: 1038 ; CPU: 70.65% ; MEM: 8690.87 MB
iteration: 1039 ; CPU: 70.73% ; MEM: 8690.87 MB
iteration: 1040 ; CPU: 70.79% ; MEM: 8690.87 MB
iteration: 1041 ; CPU: 70.48% ; MEM: 8690.87 MB
iteration: 1042 ; CPU: 70.54% ; MEM: 8690.87 MB
iteration: 1043 ; CPU: 70.62% ; MEM: 8690.87 MB
iteration: 1044 ; CPU: 70.71% ; MEM: 8690.87 MB
iteration: 1045 ; CPU: 70.76% ; MEM: 8690.88 MB
iteration: 1046 ; CPU: 70.82% ; MEM: 8690.88 MB
iteration: 1047 ; CPU: 70.53% ; MEM: 8690.88 MB
iteration: 1048 ; CPU: 70.59% ; MEM: 8690.88 MB
iteration: 1049 ; CPU: 70.64% ; MEM: 8690.88 MB
iteration: 1050 ; CPU: 70.73% ; MEM: 8690.88 MB
iteration: 1051 ; CPU: 70.78% ; MEM: 8690.88 MB
iteration: 1052 ; CPU: 70.50% ; MEM: 8690.88 MB
iteration: 1053 ; CPU: 70.58% ; MEM: 8690.88 MB
iteration: 1054 ; CPU: 70.63% ; MEM: 8690.88 MB
iteration: 1055 ; CPU: 70.71% ; MEM: 8690.88 MB
iteration: 1056 ; CPU: 70.78% ; MEM: 8690.88 MB
iteration: 1057 ; CPU: 70.85% ; MEM: 8690.88 MB
iteration: 1058 ; CPU: 70.53% ; MEM: 8690.88 MB
iteration: 1059 ; CPU: 70.61% ; MEM: 8690.88 MB
iteration: 1060 ; CPU: 70.68% ; MEM: 8690.88 MB
iteration: 1061 ; CPU: 70.73% ; MEM: 8690.88 MB
iteration: 1062 ; CPU: 70.80% ; MEM: 8690.88 MB
iteration: 1063 ; CPU: 70.90% ; MEM: 8690.88 MB
iteration: 1064 ; CPU: 70.57% ; MEM: 8690.88 MB
iteration: 1065 ; CPU: 70.66% ; MEM: 8690.88 MB
iteration: 1066 ; CPU: 70.72% ; MEM: 8690.88 MB
iteration: 1067 ; CPU: 70.77% ; MEM: 8690.88 MB
iteration: 1068 ; CPU: 70.83% ; MEM: 8690.88 MB
iteration: 1069 ; CPU: 70.55% ; MEM: 8690.88 MB
iteration: 1070 ; CPU: 70.61% ; MEM: 8690.88 MB
iteration: 1071 ; CPU: 70.68% ; MEM: 8690.88 MB
iteration: 1072 ; CPU: 70.75% ; MEM: 8690.88 MB
iteration: 1073 ; CPU: 70.80% ; MEM: 8690.88 MB
iteration: 1074 ; CPU: 70.91% ; MEM: 8690.88 MB
iteration: 1075 ; CPU: 70.57% ; MEM: 8690.88 MB
iteration: 1076 ; CPU: 70.65% ; MEM: 8690.88 MB
iteration: 1077 ; CPU: 70.71% ; MEM: 8690.88 MB
iteration: 1078 ; CPU: 70.76% ; MEM: 8690.88 MB
iteration: 1079 ; CPU: 70.83% ; MEM: 8690.88 MB
iteration: 1080 ; CPU: 70.55% ; MEM: 8690.88 MB
iteration: 1081 ; CPU: 70.60% ; MEM: 8690.90 MB
iteration: 1082 ; CPU: 70.69% ; MEM: 8690.90 MB
iteration: 1083 ; CPU: 70.74% ; MEM: 8690.90 MB
iteration: 1084 ; CPU: 70.81% ; MEM: 8690.90 MB
iteration: 1085 ; CPU: 70.94% ; MEM: 8690.90 MB
iteration: 1086 ; CPU: 70.59% ; MEM: 8690.90 MB
iteration: 1087 ; CPU: 70.67% ; MEM: 8690.90 MB
iteration: 1088 ; CPU: 70.73% ; MEM: 8691.15 MB
iteration: 1089 ; CPU: 70.78% ; MEM: 8691.14 MB
iteration: 1090 ; CPU: 70.90% ; MEM: 8691.14 MB
iteration: 1091 ; CPU: 70.57% ; MEM: 8691.14 MB
iteration: 1092 ; CPU: 70.65% ; MEM: 8691.14 MB
iteration: 1093 ; CPU: 70.70% ; MEM: 8691.14 MB
iteration: 1094 ; CPU: 70.75% ; MEM: 8691.14 MB
iteration: 1095 ; CPU: 70.81% ; MEM: 8691.14 MB
iteration: 1096 ; CPU: 70.93% ; MEM: 8691.14 MB
iteration: 1097 ; CPU: 70.61% ; MEM: 8691.14 MB
iteration: 1098 ; CPU: 70.67% ; MEM: 8691.14 MB
iteration: 1099 ; CPU: 70.73% ; MEM: 8691.14 MB
iteration: 1100 ; CPU: 70.80% ; MEM: 8691.14 MB
iteration: 1101 ; CPU: 70.88% ; MEM: 8691.14 MB
iteration: 1102 ; CPU: 70.60% ; MEM: 8691.14 MB
iteration: 1103 ; CPU: 70.65% ; MEM: 8691.14 MB
iteration: 1104 ; CPU: 70.71% ; MEM: 8691.14 MB
iteration: 1105 ; CPU: 70.77% ; MEM: 8691.14 MB
iteration: 1106 ; CPU: 70.86% ; MEM: 8691.14 MB
iteration: 1107 ; CPU: 70.95% ; MEM: 8691.14 MB
iteration: 1108 ; CPU: 70.63% ; MEM: 8691.14 MB
iteration: 1109 ; CPU: 70.68% ; MEM: 8691.16 MB
iteration: 1110 ; CPU: 70.74% ; MEM: 8691.14 MB
iteration: 1111 ; CPU: 70.80% ; MEM: 8691.14 MB
iteration: 1112 ; CPU: 70.89% ; MEM: 8691.16 MB
iteration: 1113 ; CPU: 70.98% ; MEM: 8691.16 MB
iteration: 1114 ; CPU: 70.65% ; MEM: 8691.16 MB
iteration: 1115 ; CPU: 70.71% ; MEM: 8691.16 MB
iteration: 1116 ; CPU: 70.79% ; MEM: 8691.19 MB
iteration: 1117 ; CPU: 70.88% ; MEM: 8691.19 MB
iteration: 1118 ; CPU: 70.96% ; MEM: 8691.19 MB
iteration: 1119 ; CPU: 70.65% ; MEM: 8691.19 MB
iteration: 1120 ; CPU: 70.70% ; MEM: 8691.44 MB
iteration: 1121 ; CPU: 70.78% ; MEM: 8691.44 MB
iteration: 1122 ; CPU: 70.87% ; MEM: 8691.44 MB
iteration: 1123 ; CPU: 70.92% ; MEM: 8691.44 MB
iteration: 1124 ; CPU: 70.64% ; MEM: 8691.50 MB
iteration: 1125 ; CPU: 70.69% ; MEM: 8691.50 MB
iteration: 1126 ; CPU: 70.75% ; MEM: 8691.50 MB
iteration: 1127 ; CPU: 70.84% ; MEM: 8691.50 MB
iteration: 1128 ; CPU: 70.89% ; MEM: 8691.50 MB
iteration: 1129 ; CPU: 70.96% ; MEM: 8691.50 MB
iteration: 1130 ; CPU: 70.67% ; MEM: 8691.50 MB
iteration: 1131 ; CPU: 70.72% ; MEM: 8691.50 MB
iteration: 1132 ; CPU: 70.82% ; MEM: 8691.85 MB
iteration: 1133 ; CPU: 70.88% ; MEM: 8691.85 MB
iteration: 1134 ; CPU: 70.93% ; MEM: 8691.84 MB
iteration: 1135 ; CPU: 70.66% ; MEM: 8691.84 MB
iteration: 1136 ; CPU: 70.71% ; MEM: 8691.84 MB
iteration: 1137 ; CPU: 70.81% ; MEM: 8691.84 MB
iteration: 1138 ; CPU: 70.87% ; MEM: 8691.84 MB
iteration: 1139 ; CPU: 70.91% ; MEM: 8691.84 MB
iteration: 1140 ; CPU: 71.02% ; MEM: 8691.80 MB
iteration: 1141 ; CPU: 70.69% ; MEM: 8692.00 MB
iteration: 1142 ; CPU: 70.76% ; MEM: 8692.00 MB
iteration: 1143 ; CPU: 70.83% ; MEM: 8691.95 MB
iteration: 1144 ; CPU: 70.89% ; MEM: 8691.95 MB
iteration: 1145 ; CPU: 70.95% ; MEM: 8691.95 MB
iteration: 1146 ; CPU: 70.67% ; MEM: 8691.95 MB
iteration: 1147 ; CPU: 70.74% ; MEM: 8691.95 MB
iteration: 1148 ; CPU: 70.81% ; MEM: 8691.95 MB
iteration: 1149 ; CPU: 70.86% ; MEM: 8691.95 MB
iteration: 1150 ; CPU: 70.92% ; MEM: 8691.95 MB
iteration: 1151 ; CPU: 71.04% ; MEM: 8691.95 MB
iteration: 1152 ; CPU: 70.72% ; MEM: 8691.95 MB
iteration: 1153 ; CPU: 70.80% ; MEM: 8691.95 MB
iteration: 1154 ; CPU: 70.86% ; MEM: 8691.95 MB
iteration: 1155 ; CPU: 70.91% ; MEM: 8691.95 MB
iteration: 1156 ; CPU: 71.01% ; MEM: 8691.95 MB
iteration: 1157 ; CPU: 70.70% ; MEM: 8691.95 MB
iteration: 1158 ; CPU: 70.79% ; MEM: 8691.95 MB
iteration: 1159 ; CPU: 70.85% ; MEM: 8691.95 MB
iteration: 1160 ; CPU: 70.90% ; MEM: 8691.95 MB
iteration: 1161 ; CPU: 70.96% ; MEM: 8691.95 MB
iteration: 1162 ; CPU: 71.08% ; MEM: 8692.12 MB
iteration: 1163 ; CPU: 70.77% ; MEM: 8692.12 MB
iteration: 1164 ; CPU: 70.84% ; MEM: 8692.12 MB
iteration: 1165 ; CPU: 70.87% ; MEM: 8692.12 MB
iteration: 1166 ; CPU: 70.94% ; MEM: 8692.11 MB
iteration: 1167 ; CPU: 71.07% ; MEM: 8692.11 MB
iteration: 1168 ; CPU: 70.75% ; MEM: 8692.10 MB
iteration: 1169 ; CPU: 70.82% ; MEM: 8692.10 MB
iteration: 1170 ; CPU: 70.87% ; MEM: 8692.10 MB
iteration: 1171 ; CPU: 70.94% ; MEM: 8692.31 MB
iteration: 1172 ; CPU: 71.07% ; MEM: 8692.31 MB
iteration: 1173 ; CPU: 71.12% ; MEM: 8692.31 MB
iteration: 1174 ; CPU: 70.81% ; MEM: 8692.31 MB
iteration: 1175 ; CPU: 70.86% ; MEM: 8692.40 MB
iteration: 1176 ; CPU: 70.92% ; MEM: 8692.40 MB
iteration: 1177 ; CPU: 71.02% ; MEM: 8692.33 MB
iteration: 1178 ; CPU: 71.11% ; MEM: 8692.33 MB
iteration: 1179 ; CPU: 70.80% ; MEM: 8692.33 MB
iteration: 1180 ; CPU: 70.85% ; MEM: 8692.33 MB
iteration: 1181 ; CPU: 70.91% ; MEM: 8692.33 MB
iteration: 1182 ; CPU: 71.00% ; MEM: 8692.33 MB
iteration: 1183 ; CPU: 71.10% ; MEM: 8692.33 MB
iteration: 1184 ; CPU: 70.79% ; MEM: 8692.33 MB
iteration: 1185 ; CPU: 70.84% ; MEM: 8692.33 MB
iteration: 1186 ; CPU: 70.90% ; MEM: 8692.33 MB
iteration: 1187 ; CPU: 71.00% ; MEM: 8692.33 MB
iteration: 1188 ; CPU: 71.09% ; MEM: 8692.33 MB
iteration: 1189 ; CPU: 70.78% ; MEM: 8692.33 MB
iteration: 1190 ; CPU: 70.83% ; MEM: 8692.37 MB
iteration: 1191 ; CPU: 70.89% ; MEM: 8692.37 MB
iteration: 1192 ; CPU: 70.99% ; MEM: 8692.37 MB
iteration: 1193 ; CPU: 71.09% ; MEM: 8692.37 MB
iteration: 1194 ; CPU: 71.14% ; MEM: 8692.37 MB
iteration: 1195 ; CPU: 70.82% ; MEM: 8692.37 MB
iteration: 1196 ; CPU: 70.90% ; MEM: 8692.37 MB
iteration: 1197 ; CPU: 71.00% ; MEM: 8692.37 MB
iteration: 1198 ; CPU: 71.08% ; MEM: 8692.37 MB
iteration: 1199 ; CPU: 71.13% ; MEM: 8692.37 MB
iteration: 1200 ; CPU: 70.81% ; MEM: 8692.37 MB
iteration: 1201 ; CPU: 70.88% ; MEM: 8692.34 MB
iteration: 1202 ; CPU: 70.98% ; MEM: 8692.34 MB
iteration: 1203 ; CPU: 71.04% ; MEM: 8692.34 MB
iteration: 1204 ; CPU: 71.11% ; MEM: 8692.34 MB
iteration: 1205 ; CPU: 70.81% ; MEM: 8692.34 MB
iteration: 1206 ; CPU: 70.90% ; MEM: 8692.40 MB
iteration: 1207 ; CPU: 70.97% ; MEM: 8692.40 MB
iteration: 1208 ; CPU: 71.03% ; MEM: 8692.40 MB
iteration: 1209 ; CPU: 71.11% ; MEM: 8692.65 MB
iteration: 1210 ; CPU: 71.20% ; MEM: 8692.65 MB
iteration: 1211 ; CPU: 70.91% ; MEM: 8692.65 MB
iteration: 1212 ; CPU: 70.97% ; MEM: 8692.65 MB
iteration: 1213 ; CPU: 71.03% ; MEM: 8692.64 MB
iteration: 1214 ; CPU: 71.11% ; MEM: 8692.64 MB
iteration: 1215 ; CPU: 71.19% ; MEM: 8692.64 MB
iteration: 1216 ; CPU: 70.92% ; MEM: 8692.64 MB
iteration: 1217 ; CPU: 70.98% ; MEM: 8692.75 MB
iteration: 1218 ; CPU: 71.03% ; MEM: 8692.75 MB
iteration: 1219 ; CPU: 71.11% ; MEM: 8692.75 MB
iteration: 1220 ; CPU: 71.19% ; MEM: 8692.75 MB
iteration: 1221 ; CPU: 70.92% ; MEM: 8692.75 MB
iteration: 1222 ; CPU: 70.99% ; MEM: 8692.75 MB
iteration: 1223 ; CPU: 71.04% ; MEM: 8693.95 MB
iteration: 1224 ; CPU: 71.11% ; MEM: 8693.95 MB
iteration: 1225 ; CPU: 71.20% ; MEM: 8696.01 MB
iteration: 1226 ; CPU: 70.92% ; MEM: 8696.01 MB
iteration: 1227 ; CPU: 70.98% ; MEM: 8698.08 MB
iteration: 1228 ; CPU: 71.02% ; MEM: 8698.08 MB
iteration: 1229 ; CPU: 71.10% ; MEM: 8699.11 MB
iteration: 1230 ; CPU: 71.19% ; MEM: 8699.11 MB
iteration: 1231 ; CPU: 71.25% ; MEM: 8699.11 MB
iteration: 1232 ; CPU: 70.97% ; MEM: 8699.11 MB
iteration: 1233 ; CPU: 71.01% ; MEM: 8699.11 MB
iteration: 1234 ; CPU: 71.10% ; MEM: 8699.11 MB
iteration: 1235 ; CPU: 71.19% ; MEM: 8699.11 MB
iteration: 1236 ; CPU: 71.25% ; MEM: 8699.11 MB
iteration: 1237 ; CPU: 70.97% ; MEM: 8699.11 MB
iteration: 1238 ; CPU: 71.01% ; MEM: 8699.11 MB
iteration: 1239 ; CPU: 71.07% ; MEM: 8699.11 MB
iteration: 1240 ; CPU: 71.20% ; MEM: 8699.36 MB
iteration: 1241 ; CPU: 71.25% ; MEM: 8699.36 MB
iteration: 1242 ; CPU: 70.96% ; MEM: 8699.36 MB
iteration: 1243 ; CPU: 71.00% ; MEM: 8699.36 MB
iteration: 1244 ; CPU: 71.05% ; MEM: 8699.36 MB
iteration: 1245 ; CPU: 71.18% ; MEM: 8699.36 MB
iteration: 1246 ; CPU: 71.23% ; MEM: 8699.36 MB
iteration: 1247 ; CPU: 71.28% ; MEM: 8699.36 MB
iteration: 1248 ; CPU: 71.00% ; MEM: 8699.36 MB
iteration: 1249 ; CPU: 71.05% ; MEM: 8699.36 MB
iteration: 1250 ; CPU: 71.16% ; MEM: 8699.36 MB
iteration: 1251 ; CPU: 71.21% ; MEM: 8699.36 MB
iteration: 1252 ; CPU: 71.27% ; MEM: 8699.36 MB
iteration: 1253 ; CPU: 70.99% ; MEM: 8699.57 MB
iteration: 1254 ; CPU: 71.03% ; MEM: 8699.57 MB
iteration: 1255 ; CPU: 71.15% ; MEM: 8699.57 MB
iteration: 1256 ; CPU: 71.21% ; MEM: 8700.60 MB
iteration: 1257 ; CPU: 71.26% ; MEM: 8700.60 MB
iteration: 1258 ; CPU: 70.98% ; MEM: 8700.60 MB
iteration: 1259 ; CPU: 71.03% ; MEM: 8700.67 MB
iteration: 1260 ; CPU: 71.15% ; MEM: 8700.92 MB
iteration: 1261 ; CPU: 71.21% ; MEM: 8700.99 MB
iteration: 1262 ; CPU: 71.27% ; MEM: 8701.13 MB
iteration: 1263 ; CPU: 71.31% ; MEM: 8701.13 MB
iteration: 1264 ; CPU: 71.05% ; MEM: 8701.13 MB
iteration: 1265 ; CPU: 71.12% ; MEM: 8701.13 MB
iteration: 1266 ; CPU: 71.20% ; MEM: 8701.13 MB
iteration: 1267 ; CPU: 71.25% ; MEM: 8701.13 MB
iteration: 1268 ; CPU: 71.30% ; MEM: 8701.13 MB
iteration: 1269 ; CPU: 71.05% ; MEM: 8701.13 MB
iteration: 1270 ; CPU: 71.11% ; MEM: 8701.13 MB
iteration: 1271 ; CPU: 71.20% ; MEM: 8701.13 MB
iteration: 1272 ; CPU: 71.25% ; MEM: 8701.13 MB
iteration: 1273 ; CPU: 71.32% ; MEM: 8701.13 MB
iteration: 1274 ; CPU: 71.03% ; MEM: 8701.13 MB
iteration: 1275 ; CPU: 71.10% ; MEM: 8701.13 MB
iteration: 1276 ; CPU: 71.18% ; MEM: 8701.13 MB
iteration: 1277 ; CPU: 71.23% ; MEM: 8701.13 MB
iteration: 1278 ; CPU: 71.30% ; MEM: 8701.13 MB
iteration: 1279 ; CPU: 71.03% ; MEM: 8701.13 MB
iteration: 1280 ; CPU: 71.10% ; MEM: 8701.13 MB
iteration: 1281 ; CPU: 71.18% ; MEM: 8701.13 MB
iteration: 1282 ; CPU: 71.23% ; MEM: 8701.13 MB
iteration: 1283 ; CPU: 71.30% ; MEM: 8701.13 MB
iteration: 1284 ; CPU: 71.34% ; MEM: 8701.13 MB
iteration: 1285 ; CPU: 71.09% ; MEM: 8702.20 MB
iteration: 1286 ; CPU: 71.16% ; MEM: 8702.20 MB
